Pid,Name,Family,Type,Status,Laddr.IP,Laddr.Port,Raddr.IP,Raddr.Port,Timestamp
4,System,IPv6,TCP,LISTEN,::,445,::,0,2026-01-14T14:04:21Z
6340,mysqld.exe,IPv6,TCP,LISTEN,::,3306,::,0,2026-01-14T14:04:21Z
8552,postgres.exe,IPv6,TCP,LISTEN,::,5432,::,0,2026-01-14T14:04:22Z
4404,AnyDesk.exe,IPv6,TCP,LISTEN,::,7070,::,0,2026-01-14T14:04:24Z
0,,IPv6,TCP,TIME_WAIT,2401:4900:16fd:f33f:adf1:bd92:77e1:d3bb,7473,2620:1ec:bdf::58,443,1601-01-01T00:00:00Z
14748,OneDrive.exe,IPv6,TCP,ESTAB,2401:4900:16fd:f33f:adf1:bd92:77e1:d3bb,8024,2603:1040:a06:6::,443,2026-01-20T16:06:51Z
8272,nessusd.exe,IPv6,TCP,LISTEN,::,8834,::,0,2026-01-14T14:04:27Z
22824,chrome.exe,IPv6,TCP,ESTAB,2401:4900:16fd:f33f:adf1:bd92:77e1:d3bb,9743,2401:4900:16fd:f33f::b3,53,2026-01-20T16:08:00Z
22824,chrome.exe,IPv6,TCP,SENT,2401:4900:16fd:f33f:adf1:bd92:77e1:d3bb,12715,2401:4900:16fd:f33f::b3,53,2026-01-20T16:08:02Z
0,,IPv6,TCP,TIME_WAIT,2401:4900:16fd:f33f:adf1:bd92:77e1:d3bb,13421,2620:1ec:33::11,443,1601-01-01T00:00:00Z
